feature,split,count,missing_count,nan_count,inf_count,mean,std,min,p25,median,p75,max,variance,is_constant
h__time__mean,train,616,0,0,0,-0.001220934655594058,0.02907787105133651,-0.14396346310699,-0.012173390529790955,0.00015174928218510478,0.013861865213313004,0.11460630807268612,0.0008455225848781537,False
h__time__std,train,616,0,0,0,1.4449303882489353,1.311808189080576,0.3692177285383841,0.5173128649462791,0.786987209489349,2.4669492133172577,9.216732108289849,1.7208407249388602,False
h__time__rms,train,616,0,0,0,1.4457360479890373,1.3112432438855235,0.3707124663436949,0.5173278149885775,0.7879056026734363,2.4669619288628435,9.216744624124047,1.7193588446354304,False
h__time__mean_abs,train,616,0,0,0,1.1211586997761824,1.0144096581524378,0.2961586676487735,0.4130202360483887,0.6012481648690391,1.9386459531360154,7.313807456664312,1.0290269545529456,False
h__time__ptp,train,616,0,0,0,17.05127852690684,15.537523807961803,2.7895450592041016,4.785218834877014,10.204827785491943,28.616943955421448,102.08518981933594,241.41464608297983,False
h__time__skewness,train,616,0,0,0,-0.023163166223052565,0.090163132603872,-0.5210218075149091,-0.04167628542631405,0.0012010031404290351,0.020780279090073118,0.3091256672356449,0.008129390480943407,False
h__time__kurtosis,train,616,0,0,0,0.9847921948708558,5.7283880688177655,-0.34108051821519725,0.053510575818267014,0.4731989233375422,1.3025966436359189,141.4592603749556,32.81442986697373,False
h__time__crest_factor,train,616,0,0,0,6.144914263235502,1.9758989406749756,3.572865933768858,4.525700453654989,5.8097897736132635,7.209484980880897,26.5172872452608,3.904176623760491,False
h__time__impulse_factor,train,616,0,0,0,7.920921318057209,2.944978897286877,4.38886088338947,5.685627764232583,7.461760935554394,9.323013310450591,49.666527311730526,8.67290070546503,False
h__time__clearance_factor,train,616,0,0,0,9.468408640383105,3.7227190263090524,5.11899815561731,6.714273714884325,8.902372186765469,11.174123425511794,66.08696245348041,13.85863694884342,False
v__time__mean,train,616,0,0,0,-1.6815888736862712e-05,0.02830929376174255,-0.11087627827141122,-0.013898806218001335,-0.0009177207028254926,0.014616300979490605,0.13394439707300612,0.0008014161132886356,False
v__time__std,train,616,0,0,0,1.6605384800903458,1.6782860698659074,0.5006163782860715,0.6044712871737312,0.7552928262622509,2.422632756564157,11.600106701791171,2.816644132305954,False
v__time__rms,train,616,0,0,0,1.6610176295640926,1.6780506627751306,0.500744650451829,0.6055278335750854,0.7553911803503528,2.4226582700541694,11.600636579172015,2.815854026840055,False
v__time__mean_abs,train,616,0,0,0,1.3235448979807565,1.3494778485432746,0.39930988632408604,0.4810992173655321,0.6032032363196077,1.9401597544371039,9.67868612966679,1.8210904637089849,False
v__time__ptp,train,616,0,0,0,14.096160163353016,13.4186249726369,3.8056254386901855,5.377832055091858,6.75475001335144,19.53831911087036,98.36350917816162,180.05949615627463,False
v__time__skewness,train,616,0,0,0,-0.01862170407438137,0.10186842728668874,-0.4045330501382902,-0.062334489665587314,-0.006433173677547994,0.03220414765385322,0.3726813546697477,0.01037717647786339,False
v__time__kurtosis,train,616,0,0,0,0.1330433575590615,1.02159006999231,-0.8322409793388377,-0.029182799560148465,0.04647078109496494,0.2015458977114929,24.461173645599146,1.0436462711068926,False
v__time__crest_factor,train,616,0,0,0,4.675855495086114,1.005100604314848,2.9015433755575852,4.13318469769997,4.444494285561921,4.9590924193558035,20.37099033734501,1.010227224794073,False
v__time__impulse_factor,train,616,0,0,0,5.8947632553635465,1.4438970651164795,3.4155542916860266,5.212644297469063,5.611564358336926,6.237412434170991,31.472922611193585,2.084838734651983,False
v__time__clearance_factor,train,616,0,0,0,6.978583587226211,1.8132993866395413,3.8616749188899817,6.151439379390384,6.643360176084472,7.410824101919692,40.37760651294426,3.288054665587336,False
mag__time__mean,train,616,0,0,0,1.9220169524685462,1.8305801291396606,0.5766010444057597,0.7269556310493567,0.9140973162627835,3.0522111677133883,12.90458058633138,3.351023609200977,False
mag__time__std,train,616,0,0,0,1.1113363886033587,1.0507634435217819,0.312060583457688,0.3975908290425306,0.5394098913864414,1.8757982683779053,6.791266012689507,1.104103814241753,False
mag__time__rms,train,616,0,0,0,2.221830651625351,2.1089840476284376,0.6562860753812948,0.8290483868402676,1.0556823197198764,3.6325116788234233,14.582506443140435,4.447813713151229,False
mag__time__mean_abs,train,616,0,0,0,1.9220169524685462,1.8305801291396606,0.5766010444057597,0.7269556310493567,0.9140973162627835,3.0522111677133883,12.90458058633138,3.351023609200977,False
mag__time__ptp,train,616,0,0,0,9.909144560089914,8.906116162906972,2.159164850034403,3.2175424202222254,5.520743742731893,17.65261096295484,60.738202005746196,79.3189051071928,False
mag__time__skewness,train,616,0,0,0,0.9707849596838195,0.3735828894707017,0.47065746394499186,0.7508689161877931,0.8470300164361655,1.1168295311744325,6.641079614537934,0.1395641753052785,False
mag__time__kurtosis,train,616,0,0,0,1.8184682364691567,4.1614876797932325,-0.09805022051800849,0.5754072572604922,0.9361920965202692,1.9760596411772624,93.89677181653586,17.317979709070862,False
mag__time__crest_factor,train,616,0,0,0,4.543116723293423,1.324913446355439,2.8330179266382816,3.605839187674411,4.118652061241757,5.0822676230173585,17.053509493307658,1.7553956403334472,False
mag__time__impulse_factor,train,616,0,0,0,5.24811620334376,1.6549267908720118,3.157615792018775,4.108569876113783,4.753073512199112,5.964506684883297,24.50621066400307,2.7387826831459354,False
mag__time__clearance_factor,train,616,0,0,0,5.725665440485987,1.8634506391712147,3.3821967580003065,4.4653368233804684,5.188750285165575,6.510716228853724,28.782066642074774,3.4724482846276086,False
h__spectral__centroid,train,616,0,0,0,4391.810026918863,1246.793828212746,1549.5728551890763,3421.4546818389204,4262.745336855881,5225.191061526848,8212.103273206008,1554494.8500693943,False
h__spectral__bandwidth,train,616,0,0,0,3643.512111433162,486.54452938688485,1951.4290246863475,3486.271958717981,3636.2706589740583,3956.3415903852992,4803.1756131479415,236725.57907630524,False
h__spectral__rms_frequency,train,616,0,0,0,5761.919694560979,1074.5592963076645,2563.0525726745373,5118.602010371958,5634.6745071611695,6658.349149115853,8981.496354961215,1154677.6812812232,False
h__spectral__peak_frequency,train,616,0,0,0,1005.3508015422078,698.4426857856846,34.375,755.2734375,996.875,1093.75,3539.84375,487822.1853275206,False
h__spectral__entropy,train,616,0,0,0,0.7662495169433812,0.09810059198548346,0.4791496383973588,0.6929877281665972,0.7930603878909527,0.8523440188733512,0.8932148014994877,0.009623726147902302,False
v__spectral__centroid,train,616,0,0,0,2904.007119908811,1277.0919176367718,931.9308911879216,1994.4892464188338,2490.406283587873,3422.6354939408957,6996.09049279955,1630963.766093167,False
v__spectral__bandwidth,train,616,0,0,0,3376.623212360248,709.3723048373217,1233.169825802085,2871.954024373873,3248.1734137916137,4108.919037336231,4555.34632774825,503209.0668702141,False
