experiment_id,dataset,split,task,feature_subset,label_source_included,model,feature_count,max_epochs,last_epoch,best_epoch,best_metric,primary_metric,val_primary,test_primary,val_loss,test_loss,status,notes
xjtu_main_rul_mlp_full_manual_basic_no_reference,XJTU-SY,xjtu_bearing_index_split,rul_tabular,full_manual_basic_no_reference,no,mlp,44,50,50,13,0.046903513447891565,RMSE,0.3395049303485408,0.4216453132580611,0.11521941136868138,0.17578865063842386,completed,This run excludes mag__time__rms; it can be treated as an independent non-reference full-feature run.
xjtu_main_rul_mlp_full_manual_basic,XJTU-SY,xjtu_bearing_index_split,rul_tabular,full_manual_basic,yes,mlp,45,50,50,7,0.0490004868634666,RMSE,0.46278047403325717,0.44069340704404186,0.21405589302691322,0.19189903407823294,completed,This run includes mag__time__rms; any gain on HealthState/EarlyFault may reflect HI/FPT label-source shortcut.
xjtu_main_health_mlp_full_manual_basic_no_reference,XJTU-SY,xjtu_bearing_index_split,health_state_tabular,full_manual_basic_no_reference,no,mlp,44,50,50,1,1.3801005005969533,WeightedF1,0.6104327430663516,0.2276959576869329,4.9759878603636825,8.738139419411254,completed,This run excludes mag__time__rms; it can be treated as an independent non-reference full-feature run.
xjtu_main_health_mlp_full_manual_basic,XJTU-SY,xjtu_bearing_index_split,health_state_tabular,full_manual_basic,yes,mlp,45,50,50,1,1.3393372853308738,WeightedF1,0.5970197543722993,0.21317684187482824,4.750750001927041,10.549318358069257,completed,This run includes mag__time__rms; any gain on HealthState/EarlyFault may reflect HI/FPT label-source shortcut.
xjtu_main_early_mlp_full_manual_basic_no_reference,XJTU-SY,xjtu_bearing_index_split,early_fault_tabular,full_manual_basic_no_reference,no,mlp,44,50,50,1,0.9773005349405895,WeightedF1,0.6786777166631822,0.5761178031824146,2.22785179877528,8.223106533754198,completed,This run excludes mag__time__rms; it can be treated as an independent non-reference full-feature run.
xjtu_main_early_mlp_full_manual_basic,XJTU-SY,xjtu_bearing_index_split,early_fault_tabular,full_manual_basic,yes,mlp,45,50,50,1,1.0007533056029383,WeightedF1,0.6757829213178055,0.5774942019215468,1.91377553496825,10.239550213533448,completed,This run includes mag__time__rms; any gain on HealthState/EarlyFault may reflect HI/FPT label-source shortcut.
phm_official_rul_mlp_full_manual_basic_no_reference,PHM2012,phm2012_official,rul_tabular,full_manual_basic_no_reference,no,mlp,44,50,50,31,0.1521411155482816,RMSE,0.47423817301970006,0.40861898924082946,0.22947075616781398,0.16678180519885674,completed,This run excludes mag__time__rms; it can be treated as an independent non-reference full-feature run.
phm_official_rul_mlp_full_manual_basic,PHM2012,phm2012_official,rul_tabular,full_manual_basic,yes,mlp,45,50,50,1,0.11986977232313402,RMSE,0.4210585311739698,0.3349451301827328,0.17898970720103882,0.11206545698555741,completed,This run includes mag__time__rms; any gain on HealthState/EarlyFault may reflect HI/FPT label-source shortcut.
phm_official_health_mlp_full_manual_basic_no_reference,PHM2012,phm2012_official,health_state_tabular,full_manual_basic_no_reference,no,mlp,44,50,50,1,1.7968476433842266,WeightedF1,0.2903782663870516,0.3390130994151545,6.874700830051703,6.1677566886931,completed,This run excludes mag__time__rms; it can be treated as an independent non-reference full-feature run.
phm_official_health_mlp_full_manual_basic,PHM2012,phm2012_official,health_state_tabular,full_manual_basic,yes,mlp,45,50,50,1,1.6190389373556386,WeightedF1,0.2703280616224061,0.3043057355161675,5.809330240203738,6.235228630928893,completed,This run includes mag__time__rms; any gain on HealthState/EarlyFault may reflect HI/FPT label-source shortcut.
phm_official_early_mlp_full_manual_basic_no_reference,PHM2012,phm2012_official,early_fault_tabular,full_manual_basic_no_reference,no,mlp,44,50,50,1,0.5133701571347361,WeightedF1,0.5264115647986256,0.47249480154306256,4.602102372879368,5.809268920898042,completed,This run excludes mag__time__rms; it can be treated as an independent non-reference full-feature run.
phm_official_early_mlp_full_manual_basic,PHM2012,phm2012_official,early_fault_tabular,full_manual_basic,yes,mlp,45,50,50,2,0.5009747552516024,WeightedF1,0.5260628488933424,0.4872088459427468,4.4158324999499765,5.57804131666609,completed,This run includes mag__time__rms; any gain on HealthState/EarlyFault may reflect HI/FPT label-source shortcut.
